Reg. #,Brand,Generic,Form,Packing,Size,Manufacturer_ID
239,OPTILETS-M,"Ascorbic Acid [200 mg], Calciferol [10 mcg], Calcium Pantothenate [20 mg], Cobalt [0.1 mg], Copper [1 mg], Cyanocobalamin [6 mcg], Iodine [150 mcg], Iron Salts [10 mg], Magnesium Oxides and Hydroxides [5 mg], Manganese [1 mg], Molybdenum [0.2 mg], Nicotinamide [100 mg], Potassium Salts [5 mg], Pyridoxine [5 mg], Retinol (Vitamin A) [1.5 mg], Riboflavin (Vitamin B2) [5 mg], Thiamine HCl (Vitamin B1) [10 mg], Zinc Oxide [1.5 mg]",Tabs,30s,30,2
6314,PEDIALYTE,"Glucose [10 g/500ml], Potassium Chloride [1.5 g/L], Sodium Acid Citrate [1.45 g/500ml]",Liquid,500ml,1,2
6314,PEDIALYTE APPLE,"Glucose [10 g/500ml], Potassium Chloride [1.5 g/L], Sodium Acid Citrate [1.45 g/500ml]",Liquid,500ml,1,2
 ,PEDIALYTE STRAWBERY, ,Liquid,500ml,1,2
6314,PEDIALYTE BUBBLE GUM,"Glucose [10 g/500ml], Potassium Chloride [1.5 g/L], Sodium Acid Citrate [1.45 g/500ml]",Liquid,500ml,1,2
15015,PEDIASURE,Zinc Oxide [12 mg/ml],Powder,400 g,1,2
15016,PEDIASURE CHOCOLATE,Zinc Oxide [12 mg/L],Powder,400g,1,2
,PEDIASURE COMPLETE CHOCOLATE, ,Powder,400g,1,2
,PEDIASURE COMPLETE CHOCOLATE, ,Powder,180g,1,2
,PEDIASURE COMPLETE VANILLA, ,Powder,180g,1,2
,PEDIASURE COMPLETE VANILLA, ,Powder,400g,1,2
,PEDIASURE VANILLA, ,Powder,400g,1,2
9699,PEDIAZOLE,"Erythromycin [200 mg/5ml], Sulfisoxazole [600 mg/5ml]",Susp,60ml,1,2
48601,PEFREE,Aceclofenac [100 mg],Tabs,10s,10,2
59,PENTOTHAL SODIUM,Thiopentone (Na) [500 mg],Inj,25 Vials,1,2
,POLYCOSE, ,Powder,350g,1,2
7734,PRAMET-FA,"Ascorbic Acid [100 mg], Calciferol [10 mcg], Calcium [250 mg], Calcium Pantothenate [1 mg], Copper [0.15 mg], Cyanocobalamin [3 mcg], Folic Acid [1 mg], Iodine [100 mcg], Iron Salts [60 mg], Nicotinamide [10 mg], Pyridoxine [5 mg], Retinol (Vitamin A) [1.2 mg], Riboflavin (Vitamin B2) [2 mg], Thiamine HCl (Vitamin B1) [3 mg]",Tabs,25s,25,2
7734,PRAMET-FA,"Ascorbic Acid [100 mg], Calciferol [10 mcg], Calcium [250 mg], Calcium Pantothenate [1 mg], Copper [0.15 mg], Cyanocobalamin [3 mcg], Folic Acid [1 mg], Iodine [100 mcg], Iron Salts [60 mg], Nicotinamide [10 mg], Pyridoxine [5 mg], Retinol (Vitamin A) [1.2 mg], Riboflavin (Vitamin B2) [2 mg], Thiamine HCl (Vitamin B1) [3 mg]",Tabs,20s,20,2
 ,PROMOD,"Arginine [0 0], Glycine [0 0], Lysine [0 0], Methionine [0 0], Tryptophan [0 0]",Powder,275g,1,2
23142,PROPOFOL,Propofol [10 mg/ml],Inj,20mlx5s,5,2
23142,PROPOFOL,Propofol [10 mg/ml],Inj,50ml Vail,1,2
6708,PROTHIADEN,Dothiepin (HCl) [25 mg],Tabs,10x10s,100,2
6709,PROTHIADEN,Dothiepin (HCl) [75 mg],Tabs,3x10s,30,2
21039,PROTIUM,Pantoprazole [40 mg],Tabs,14s,14,2
,PULMOCARE, ,Liquid,250ml,1,2
12074,RAMBUZID,"Ethambutol (HCl) [350 mg], Isoniazid [75 mg], Rifampicin [150 mg]",Tabs,10x10s,100,2
6356,RASHNIL,"Benzalkonium (Cl) [0.1 %w/w], Zinc Oxide [8.5 %w/w]",Cream,15g,1,2
6356,RASHNIL,"Benzalkonium (Cl) [0.1 %w/w], Zinc Oxide [8.5 %w/w]",Cream,50g,1,2
6356,RASHNIL,"Benzalkonium (Cl) [0.1 %w/w], Zinc Oxide [8.5 %w/w]",Cream,20g,1,2
28430,REDUCTIL,Sibutramine [10 mg],Caps,14s,14,2
28431,REDUCTIL,Sibutramine [15 mg],Caps,14s,14,2
39580,RIBUFEN,"Ibuprofen [10 %w/w], Menthol [5 %w/w], Methyl Salicylate [10 %w/w]",Gel,25g,1,2
6281,RONDEC,"Alcohol [2 %v/v], Ammonium Chloride [40 mg/5ml], Chlorpheniramine (Maleate) [2 mg/5ml], Dextromethorphan [10 mg/5ml], Ephedrine [5 mg/5ml], Ipecac [0.005 ml/5ml], Phenylephrine (HCl) [5 mg/5ml]",Syrup,120ml,1,2
6281,RONDEC,"Alcohol [2 %v/v], Ammonium Chloride [40 mg/5ml], Chlorpheniramine (Maleate) [2 mg/5ml], Dextromethorphan [10 mg/5ml], Ephedrine [5 mg/5ml], Ipecac [0.005 ml/5ml], Phenylephrine (HCl) [5 mg/5ml]",Syrup,60ml,1,2
2626,RONDEC C,Dextromethorphan [0 ],Syrup,60ml,1,2
2626,RONDEC C,Dextromethorphan [0 ],Syrup,120ml,1,2
1535,RONDEC-D,"Carbinoxamine (Maleate) [1 mg/ml], Pseudoephedrine (HCl) [30 mg/ml]",Drops,10ml,1,2
6440,RONDEC-TR,"Carbinoxamine (Maleate) [8 mg], Pseudoephedrine (HCl) [120 mg]",Tabs,10x10s,100,2
 ,SELSUN,Selenium (Sulphide) [2.5 %w/v],Shampoo,60ml,1,2
,SELSUN BLUE BALANCE FORMULA, ,Shampoo,60ml,1,2
,SELSUN BLUE BALANCE FORMULA, ,Shampoo,80ml,1,2
,SELSUN BLUE BALANCE FORMULA, ,Scrub,160ml,1,2
 ,SELSUN BLUE BALANCE TREATMENT,Selenium (Sulphide) [2.5 %w/v],Shampoo,120ml,1,2
,SELSUN BLUE MOISTURIZING FORMULA, ,Shampoo,80ml,1,2
,SELSUN BLUE MOISTURIZING FORMULA, ,Shampoo,6ml,1,2
,SELSUN BLUE MOISTURIZING FORMULA, ,Shampoo,160ml,1,2
 ,SELSUN BLUE MOISTURIZING TREATMENT,Selenium (Sulphide) [2.5 %w/v],Shampoo,120ml,1,2
 ,SELSUN BLUE WITH HAIR CONDITIONER,Selenium (Sulphide) [2.5 %w/v],Shampoo,120ml,1,2
 ,SELSUN GOLD,Selenium (Sulphide) [2.5 %w/v],Shampoo,120ml,1,2
,SENSIMIL, ,Powder,26.4gx5s,5,2
59823,SERC,Betahistine (HCl) [24 mg],Tabs,30s,30,2
6653,SERC,Betahistine (HCl) [8 mg],Tabs,30s,30,2
14494,SERC,Betahistine (HCl) [16 mg],Tabs,30s,30,2
27374,SEVORANE,Sevoflurane [0 ],Liquid,250ml,1,2
47213,SILLIVER,Silymarin [105 mg/5ml],Susp,120ml,1,2
23930,SILLIVER,Silymarin [200 mg],Tabs,30s,30,2
23930,SILLIVER,Silymarin [200 mg],Tabs,15s,15,2
,SIMILAC, ,Powder,450g,1,2
 ,SIMILAC ADVANCE, ,Powder,400g,1,2
,SIMILAC GAIN ADVANCE, ,Powder,400g,1,2
,SIMILAC WITH IRON, ,Powder,450g,1,2
7083,SOMOGEL,"Alcohol [33 %w/w], Eucalyptol [0.1 %w/w], Lignocaine [0.6 %w/w], Menthol [0.6 %w/w]",Gel,15g,1,2
7083,SOMOGEL,"Alcohol [33 %w/w], Eucalyptol [0.1 %w/w], Lignocaine [0.6 %w/w], Menthol [0.6 %w/w]",Gel,20g,1,2
18393,SPARAXIN,Sparfloxacin [100 mg],Tabs,1x10s,10,2
 ,SUPLENA, ,Liquid,8 FL oz,1,2
2627,SURBEX,"Ascorbic Acid [100 mg/5ml], Calcium Pantothenate [10 mg/5ml], Cyanocobalamin [10 mcg/5ml], D-Pantothenol [10 mg/5ml], Nicotinamide [50 mg/5ml], Pyridoxine [10 mg/5ml], Riboflavin (Vitamin B2) [6 mg/5ml], Thiamine HCl (Vitamin B1) [10 mg/5ml]",Syrup,120ml,1,2
2627,SURBEX,"Calcium Pantothenate [10 mg/5ml], Cyanocobalamin [10 mcg/5ml], D-Pantothenol [10 mg/5ml], Nicotinamide [50 mg/5ml], Pyridoxine [10 mg/5ml], Riboflavin (Vitamin B2) [6 mg/5ml], Thiamine HCl (Vitamin B1) [10 mg/5ml]",Syrup,60ml,1,2
46,SURBEX-T,"Ascorbic Acid [500 mg], Calcium Pantothenate [20 mg], Cyanocobalamin [4 mcg], Pyridoxine [5 mg], Riboflavin (Vitamin B2) [10 mg], Thiamine HCl (Vitamin B1) [15 mg]",Tabs,30s,30,2
46,SURBEX-T,"Ascorbic Acid [500 mg], Calcium Pantothenate [20 mg], Cyanocobalamin [4 mcg], Pyridoxine [5 mg], Riboflavin (Vitamin B2) [10 mg], Thiamine HCl (Vitamin B1) [15 mg]",Tabs,25s,25,2
46,SURBEX-T,"Ascorbic Acid [500 mg], Calcium Pantothenate [20 mg], Cyanocobalamin [4 mcg], Pyridoxine [5 mg], Riboflavin (Vitamin B2) [10 mg], Thiamine HCl (Vitamin B1) [15 mg]",Tabs,60s,60,2
10972,SURBEX-Z,"Ascorbic Acid [500 mg], Cyanocobalamin [12 mcg], Folic Acid [150 mcg], Nicotinamide [100 mg], Pyridoxine [20 mg], Riboflavin (Vitamin B2) [15 mg], Thiamine HCl (Vitamin B1) [15 mg], Tocopherol (Vitamin E) [30 IU], Zinc Oxide [22.5 mg]",Tabs,20s,20,2
10972,SURBEX-Z,"Cyanocobalamin [12 mcg], Cyanocobalamin [12 mcg], Folic Acid [150 mcg], Nicotinamide [100 mg], Pyridoxine [20 mg], Riboflavin (Vitamin B2) [15 mg], Thiamine HCl (Vitamin B1) [15 mg]",Tabs,30s,30,2
10972,SURBEX-Z,"Ascorbic Acid [500 mg], Cyanocobalamin [12 mcg], Folic Acid [150 mcg], Nicotinamide [100 mg], Pyridoxine [20 mg], Riboflavin (Vitamin B2) [15 mg], Thiamine HCl (Vitamin B1) [15 mg], Tocopherol (Vitamin E) [30 IU], Zinc Oxide [22.5 mg]",Tabs,60s,60,2
15532,SURVANTA,Beractant [25 mg/ml],Inj,4ml Vial,1,2
15532,SURVANTA,Beractant [25 mg/ml],Inj,8ml Vial,1,2
79,SWEETEX PELLETS,Sodium Saccharin [0 ],Tabs,250s,250,2
28433,TARKA,"Trandolapril [2 mg], Verapamil (HCl) [180 mg]",Tabs,1x10s,10,2
28415,TEVETEN,Eprosartan [600 mg],Tabs,28s,28,2
8160,THEOGRAD GRADUMET,Theophylline [350 mg],Tabs SR,10x10s,100,2
 ,TREXAN,Naltrexone [50 mg],Tabs,50s,50,2
52,TRIVIDOX,"Cyanocobalamin [1000 mcg/3ml], Pyridoxine [100 mg/3ml], Thiamine HCl (Vitamin B1) [100 mg/3ml]",Inj,3mlx25s,25,2
6894,TRONOLANE,Paramoxine [1 %w/w],Cream,20g,1,2
78,U-ZIT,"Camphor [8 %w/v], Chlorbutol [2 %w/v], Chloroform [0.93 %w/v], Clove Oil [10 %w/v], Krameria [0.62 %w/v], Phenol [0.6 %w/v]",Paint,10ml,1,2
5968,URIXIN,Pipemidic Acid [400 mg],Tabs,10x10s,100,2
15015,VANCOMYCIN,Vancomycin (HCl) [500 mg],Inj,10mlx1s,1,2
15016,VANCOMYCIN,Vancomycin (HCl) [1 g],Inj,20mlx1s,1,2
45,VI-DAYLIN,"Ascorbic Acid [50 mg/0.6ml], Calciferol [10 mcg/0.6ml], Nicotinamide [10 mg/0.6ml], Pyridoxine [0.5 mg/0.6ml], Retinol (Vitamin A) [1.5 mg/0.6ml], Riboflavin (Vitamin B2) [1.2 mg/0.6ml], Thiamine HCl (Vitamin B1) [1.5 mg/0.6ml]",Drops,10ml,1,2
43,VI-DAYLIN,"Ascorbic Acid [50 mg/5ml], Calciferol [10 mcg/5ml], Cyanocobalamin [3 mcg/5ml], Nicotinamide [10 mg/5ml], Pyridoxine [1 mg/5ml], Retinol (Vitamin A) [0.9 mg/5ml], Riboflavin (Vitamin B2) [1.2 mg/5ml], Thiamine HCl (Vitamin B1) [1.5 mg/5ml]",Syrup,120ml,1,2
43,VI-DAYLIN,"Ascorbic Acid [50 mg/5ml], Calciferol [10 mcg/5ml], Cyanocobalamin [3 mcg/5ml], Nicotinamide [10 mg/5ml], Pyridoxine [1 mg/5ml], Retinol (Vitamin A) [0.9 mg/5ml], Riboflavin (Vitamin B2) [1.2 mg/5ml], Thiamine HCl (Vitamin B1) [1.5 mg/5ml]",Syrup,60ml,1,2
14730,VIDAYLIN-L,"Ascorbic Acid [50 mg/5ml], Calciferol [10 mcg/5ml], Cyanocobalamin [3 mcg/5ml], Inositol [5 mg/5ml], Lysine [300 mg/5ml], Nicotinamide [10 mg/5ml], Pyridoxine [1 mg/5ml], Retinol (Vitamin A) [0.9 mg/5ml], Riboflavin (Vitamin B2) [1.2 mg/5ml], Thiamine HCl (Vitamin B1) [1.5 mg/5ml]",Syrup,120ml,1,2
44,VIDAYLIN-M,"Ascorbic Acid [50 mg/5ml], Calcitriol [10 mcg/5ml], Calcium [40 mg/5ml], Copper [1 mg/5ml], Cyanocobalamin [3 mcg/5ml], D-Pantothenol [5 mg/5ml], Inositol [5 mg/5ml], Iodine [75 mcg/5ml], Iron Salts [3 mg/5ml], Magnesium Oxides and Hydroxides [3 mg/5ml], Manganese [0.5 mg/5ml], Nicotinamide [10 mg/5ml], Pyridoxine [1 mg/5ml], Retinol (Vitamin A) [0.9 mg/5ml], Riboflavin (Vitamin B2) [1.2 mg/5ml], Thiamine HCl (Vitamin B1) [1.5 mg/5ml]",Syrup,120ml,1,2
44,VIDAYLIN-M,"Ascorbic Acid [50 mg/5ml], Calcitriol [10 mcg/5ml], Calcium [40 mg/5ml], Copper [1 mg/5ml], Cyanocobalamin [3 mcg/5ml], D-Pantothenol [5 mg/5ml], Inositol [5 mg/5ml], Iodine [75 mcg/5ml], Iron Salts [3 mg/5ml], Magnesium Oxides and Hydroxides [3 mg/5ml], Manganese [0.5 mg/5ml], Nicotinamide [10 mg/5ml], Phosphorus [43 mg/5ml], Pyridoxine [1 mg/5ml], Retinol (Vitamin A) [0.9 mg/5ml], Riboflavin (Vitamin B2) [1.2 mg/5ml], Thiamine HCl (Vitamin B1) [1.5 mg/5ml]",Syrup,60ml,1,2
9876,VIDAYLIN-T,"Ascorbic Acid [60 mg], Calciferol [400 IU], Cyanocobalamin [4.5 mcg], Folinic Acid [300 mcg], Nicotinic Acid [13.5 mg], Pyridoxine [1.05 mg], Retinol (Vitamin A) [2500 IU], Riboflavin (Vitamin B2) [1.2 mg], Thiamine HCl (Vitamin B1) [1.05 mg], Tocopherol (Vitamin E) [15 IU]",Tabs,30s,30,2
 ,VITAL-HN, ,Liquid,79gx6s,6,2
11773,ADA-CEF,Cephradine [500 mg],Caps,3x4s,12,3
11770,ADA-CEF,Cephradine [125 mg/5ml],Susp,60ml,1,3
11771,ADA-CEF,Cephradine [250 mg/5ml],Susp,60ml,1,3
 ,ADABLIZER,Aripiprazole [10 mg],Tabs,3x10s,30,3
 ,ADABLIZER,Aripiprazole [15 mg],Tabs,3x10s,30,3
67178,ADACILLIN,Ampicillin [250 mg],Caps,10x10s,100,3
67179,ADACILLIN,Ampicillin [500 mg],Caps,10x10s,100,3
67180,ADACILLIN,Ampicillin [125 mg/ml],Drops,10ml,1,3
67181,ADACILLIN,Ampicillin [125 mg/5ml],Dry Susp,60ml,1,3
67184,ADACIP,Ciprofloxacin [125 mg/5ml],Syrup,60ml,1,3
67185,ADACIP,Ciprofloxacin [250 mg/5ml],Syrup,60ml,1,3
19164,ADACIP,Ciprofloxacin [250 mg],Tabs,10s,10,3
19165,ADACIP,Ciprofloxacin [500 mg],Tabs,2x5s,10,3
70551,ADACLOX,"Ampicillin [250 mg], Cloxacillin [250 mg]",Caps,10s,10,3
 ,ADACLOX,"Ampicillin [60 mg/0.6ml], Cloxacillin [30 mg/0.6ml]",Drops,8ml,1,3
70551,ADACLOX,"Ampicillin [250 mg], Cloxacillin [250 mg]",Caps,10x10s,100,3
 ,ADACLOX,"Ampicillin [60 mg/0.6ml], Cloxacillin [30 mg/0.6ml]",Drops,20ml,1,3
67182,ADACLOX,"Ampicillin [125 mg/5ml], Cloxacillin [125 mg/5ml]",Dry Susp,60ml,1,3
67183,ADACLOX,"Ampicillin [125 mg], Cloxacillin [125 mg]",Caps,10x10s,100,3
67183,ADACLOX,"Ampicillin [125 mg], Cloxacillin [125 mg]",Caps,2x10s,20,3
67183,ADACLOX,"Ampicillin [125 mg], Cloxacillin [125 mg]",Caps,1x10s,10,3
 ,ADALGIN,"Aspirin [300 mg], Caffeine [30 mg], Paracetamol [200 mg]",Tabs,100x10s,1000,3
10944,ADAMOX,Amoxicillin [250 mg],Caps,100s,100,3
10945,ADAMOX,Amoxicillin [500 mg],Caps,100s,100,3
11774,ADAMOX,Amoxicillin [125 mg/5ml],Susp,60ml,1,3
11775,ADAMOX,Amoxicillin [250 mg/5ml],Susp,60ml,1,3
26099,ALLOS,Cetirizine [5 mg/5ml],Syrup,60ml,1,3
26098,ALLOS,Cetirizine [10 mg],Tabs,10s,10,3
 ,ANORCID,Flurbiprofen [100 mg],Tabs,30s,30,3
67187,ARTINE,"Artemether [15 mg/5ml], Lumefantrine [90 mg/5ml]",Susp,60ml,1,3
6800,CAMBUTOL-INH,"Ethambutol (HCl) [300 mg], Isoniazid [100 mg]",Tabs,10x10s,100,3
12098,CEBE-S,Bismuth Salts [120 mg],Tabs,2x10s,20,3
67543,CONA,Fluconazole [150 mg],Caps,1s,1,3
10177,DEPREL,Trazodone (HCl) [50 mg],Tabs,3x10s,30,3
10178,DEPREL,Trazodone (HCl) [100 mg],Tabs,3x10s,30,3
14451,DOLOR,Mefenamic Acid [100 mg/5ml],Susp,60ml,1,3
13532,DOLOR,Mefenamic Acid [500 mg],Tabs,5x20s,100,3
12460,DOLOR,Mefenamic Acid [50 mg/5ml],Susp,60ml,1,3
7104,DOLOR,Mefenamic Acid [250 mg],Tabs,200s,200,3
7104,DOLOR,Mefenamic Acid [250 mg],Tabs,600s,600,3
15026,DOSIK,Haloperidol [2 mg/ml],Liquid,60ml,1,3
18078,DOSIK,Haloperidol [5 mg],Tabs,10x10s,100,3
25185,DOSIK,Haloperidol [1.5 mg],Tabs,5x10s,50,3
25186,DOSIK,Haloperidol [10 mg],Tabs,5x10s,50,3
42253,DURDGONE,Drotaverine [40 mg],Tabs,20s,20,3
16928,ENOBACT,Enoxacin [400 mg],Tabs,4x5s,20,3
1060,ENZAR,"Amylase (Ptyline) [389 mg], Pancreatin [65 mg], Trypsin (Protease) [389 mg]",Tabs,2x10s,20,3
27647,EPICAR,Carbamazepine [200 mg],Tabs,5x10s,50,3
31085,EPICAR,Carbamazepine [100 mg/5ml],Susp,120ml,1,3
25188,EPITOIN,Phenytoin (Na) [30 mg/5ml],Susp,120ml,1,3
25187,EPITOIN,Phenytoin (Na) [100 mg],Tabs,100s,100,3
6801,ESTEZENE,Trifluoperazine (HCl) [1 mg],Tabs,10x10s,100,3
26100,ESTEZENE,Trifluoperazine (HCl) [5 mg],Tabs,10x10s,100,3
6801,ESTEZENE,Trifluoperazine (HCl) [1 mg],Tabs,50x10s,500,3
26100,ESTEZENE,Trifluoperazine (HCl) [5 mg],Tabs,50x10s,500,3
39386,FEELIX,Levofloxacin [250 mg],Tabs,10s,10,3
39387,FEELIX,Levofloxacin [500 mg],Tabs,10s,10,3
7609,FENSEPTYL,Doxycycline [100 mg],Caps,5x6s,30,3
55613,FIMOX,Moxifloxacin [400 mg],Tabs,5s,5,3
33781,GLOW,Glimepiride [1 mg],Tabs,2x10s,20,3
33782,GLOW,Glimepiride [2 mg],Tabs,2x10s,20,3
33783,GLOW,Glimepiride [3 mg],Tabs,2x10s,20,3
33784,GLOW,Glimepiride [4 mg],Tabs,2x10s,20,3
30261,HAPICIT,Citalopram (HBr) [20 mg],Tabs,10s,10,3
44058,HAPICIT-E,Escitalopram [10 mg],Tabs,10s,10,3
39358,IFEN,Ibuprofen [600 mg],Tabs,30s,30,3
14276,IFEN,Ibuprofen [400 mg],Tabs,25x10s,250,3
14275,IFEN,Ibuprofen [200 mg],Tabs,50x10s,500,3
7106,INDOBID,Indomethacin [25 mg],Caps,50x10s,500,3
25184,KEMPRO,Procyclidine (HCl) [5 mg],Tabs,10x10s,100,3
16929,KOMKOLD,"Paracetamol [80 mg/5ml], Pseudoephedrine (HCl) [30 mg/5ml], Triprolidine (HCl) [1.25 mg/5ml]",Elixir,60ml,1,3
11850,KOMKOLD,"Paracetamol [300 mg], Pseudoephedrine (HCl) [36 mg], Triprolidine (HCl) [1.5 mg]",Tabs,20x10s,200,3
29524,KOMKOLD-DM,"Dextromethorphan [0 0], Pseudoephedrine (HCl) [0 0], Triprolidine (HCl) [0 0]",Tabs,500s,500,3
25584,KOMKOLD-DM,"Dextromethorphan [10 mg/5ml], Pseudoephedrine (HCl) [30 mg/5ml], Triprolidine (HCl) [1.25 mg/5ml]",Syrup,60ml,1,3
32212,KUMPLAT,Clopidogrel [75 mg],Tabs,10s,10,3
55616,LAGINTAL,Lamotrigine [25 mg],Tabs,3x10s,30,3
55617,LAGINTAL,Lamotrigine [50 mg],Tabs,3x10s,30,3
27646,LENTIL,Tizanidine [2 mg],Tabs,10s,10,3
37701,LINCOMYCIN,Lincomycin (HCl) [50 mg],Caps,12s,12,3
37700,LINCOMYCIN,Lincomycin (HCl) [250 mg/5ml],Syrup,60ml,1,3
16910,LOXPRO,Ofloxacin [200 mg],Tabs,10s,10,3
12044,MALPROX,Naproxen [250 mg],Tabs,20s,20,3
39791,MALPROX S,Naproxen [275 mg],Tabs,30s,30,3
39791,MALPROX S,Naproxen [550 mg],Tabs,20s,20,3
14450,MESAZINE,Mesalazine [400 mg],Tabs,5x6s,30,3
70495,NAZET,Ranitidine [75 mg/5ml],Susp,60ml,1,3
67340,NEUROLITH,Lithium [200 mg],Tabs,100's,1,3
15620,NEUROLITH,Lithium [400 mg],Tabs SR,10x10s,100,3
8563,NEUROTOL,"Calcium Glycerophosphate [4.5 mg/5ml], Cyanocobalamin [5 mcg/5ml], Ferric Ammonium Citrate [100 mg/5ml], Manganese [5 mg/5ml], Nicotinamide [6 mg/5ml], Potassium Glycerophosphate [4.5 mg/5ml], Pyridoxine [0.2 mg/5ml], Riboflavin (Vitamin B2) [0.4 mg/5ml], Sodium Glycerophosphate [4.5 mg/5ml], Thiamine HCl (Vitamin B1) [0.6 mg/5ml]",Syrup,120ml,1,3
27648,OD-3,Azithromycin [250 mg],Caps,2x3s,6,3
67177,OD-3,Azithromycin [500 mg],Caps,3s,3,3
31086,OD-3,Azithromycin [200 mg/5ml],Susp,15ml,1,3
26102,PERILIUM,Domperidone [1 mg/ml],Susp,60ml,1,3
26102,PERILIUM,Domperidone [1 mg/ml],Susp,120ml,1,3
26101,PERILIUM,Domperidone [10 mg],Tabs,5x10s,50,3
 ,PINIX,Alprazolam [0.25 mg],Tabs,30s,30,3
 ,PINIX,Alprazolam [0.5 mg],Tabs,30s,30,3
 ,PINIX,Alprazolam [1 mg],Tabs,30s,30,3
67186,POLON CHEWABLE,"Folic Acid [0.35 mg], Iron Hydroxide Poly Maltose Complex [100 mg]",Tabs,10’s,1,3
55612,QUET,Quetiapine [25 mg],Tabs,3x10's,30,3
55620,QUET,Quetiapine [100 mg],Tabs,3x10's,30,3
55620,QUET,Quetiapine [100 mg],Tabs,2x10's,20,3
55620,QUET,Quetiapine [100 mg],Tabs,3x10's,30,3
67341,RAXIL,Paroxetine [12.5 mg],Tabs,30’s,1,3
67342,RAXIL,Paroxetine [25 mg],Tabs,30’s,1,3
9927,REMEDIL,Rifampicin [150 mg],Caps,30s,30,3
9928,REMEDIL,Rifampicin [300 mg],Caps,30s,30,3
9929,REMEDIL,Rifampicin [100 mg/5ml],Syrup,60ml,1,3
7611,REMEDIL,Rifampicin [450 mg],Tabs,5 x6s,30,3
 ,RHENONILL FORTE,"Ibuprofen [400 mg], Pseudoephedrine (HCl) [60 mg]",Tabs,10x10s,100,3
26797,RISP,Risperidone [3 mg],Tabs,1x6s,6,3
26694,RISP,Risperidone [2 mg],Tabs,2x6s,12,3
26693,RISP,Risperidone [1 mg],Tabs,3x6s,18,3
32219,RISP,Risperidone [1 mg/ml],Susp,30ml,1,3
55615,RISP,Risperidone [4 mg],Tabs,10s,10,3
6800,SAMBUTOL-INH,"Ethambutol (HCl) [300 mg], Isoniazid [100 mg]",Tabs,10 x10s,100,3
6838,SAMOPHEN,Paracetamol [500 mg],Tabs,20x10s,200,3
7394,SAMOPHEN,Paracetamol [120 mg/5ml],Susp,60ml,1,3
39388,SAMOPHEN EXTRA,Paracetamol [500 mg],Tabs,100s,100,3
16098,SEDONIL,Bromazepam [1.5 mg],Tabs,3x10s,30,3
11331,SEDONIL,Bromazepam [3 mg],Tabs,3x10s,30,3
16566,SOPHILAX,Sodium Picosulphate [7.5 mg/ml],Drops,15ml,1,3
42240,SOPHILAX,Sodium Picosulphate [5 mg],Tabs,60s,60,3
55620,TIAPIN,Quetiapine [100 mg],Tabs,3x10s,30,3
55612,TIAPIN,Quetiapine [25 mg],Tabs,3x10s,30,3
55614,TOPIRO,Topiramate [100 mg],Tabs,6x10s,60,3
55614,TOPIRO,Topiramate [100 mg],Tabs,3x10s,30,3
35701,TOPIRO,Topiramate [25 mg],Tabs,6x10s,60,3
35702,TOPIRO,Topiramate [50 mg],Tabs,6x10s,60,3
32216,TROVAS,Atorvastatin [10 mg],Tabs,10s,10,3
32217,TROVAS,Atorvastatin [20 mg],Tabs,10s,10,3
9554,URIBEN,Nalidixic Acid [250 mg/5ml],Susp,60ml,1,3
11440,URIBEN,Nalidixic Acid [500 mg],Tabs,3x10s,30,3
10175,VERMIN,Mebendazole [100 mg/5ml],Susp,30ml,1,3
10176,VERMIN,Mebendazole [100 mg],Tabs,5x6s,30,3
 ,Y-FIX,Cefixime [400 mg],Caps,5s,5,3
 ,Y-FIX,Cefixime [100 mg/5ml],Susp,30ml,1,3
 ,YOSAN,Niclosamide [500 mg],Tabs,4s,4,3
17587,ZAPROLE,Omeprazole [20 mg],Caps,14s,14,3
67188,ZAPROLE PLUS,Omeprazole [40 mg],Caps,2x7’s,14,3
55619,ZIP ONE,Ziprasidone [40 mg],Caps,10's,1,3
55619,ZIP ONE,Ziprasidone [40 mg],Caps,2x7's,14,3
,ZIPONE,Ziprasidone [40 mg],Caps,14s,14,3
29523,ZOLP,Zolpidem (Tartrate) [10 mg],Tabs,2x10s,20,3
42251,ZULFENAC,Diclofenac (Na) [50 mg],Tabs,20s,20,3
42252,ZULFENAC,Diclofenac (Na) [75 mg],Tabs,20s,20,3
65286.0,AZITHADVAN,Azithromycin [250 mg],Caps,10’s,1,4
65287.0,AZITHADVAN,Azithromycin [500 mg],Caps,3’s,1,4
65256.0,BEXICAM,Piroxicam-beta-cyclodextrin [20 mg],Tabs,2x10’s,20,4
65280.0,CECLOADVAN,Cefaclor (Monohydrate) [250 mg],Caps,12’s,1,4
65397.0,CECLOADVAN,Cefaclor (Monohydrate) [125 mg/5ml],Susp,60ml,1,4
65398.0,CECLOADVAN,Cefaclor (Monohydrate) [250 mg/5ml],Susp,60ml,1,4
65277.0,CEFIXMA,Cefixime [400 mg],Caps,1x5’s,5,4
65393.0,CEFIXMA,Cefixime [100 mg/5ml],Susp,30ml,1,4
65394.0,CEFIXMA-DS,Cefixime [200 mg/5ml],Susp,30ml,1,4
65282.0,CEPOADVAN,Cephalexin (Monohydrate) [250 mg],Caps,12’s,1,4
65283.0,CEPOADVAN,Cephalexin (Monohydrate) [500 mg],Caps,12’s,1,4
65401.0,CEPOADVAN,Cephalexin (Monohydrate) [125 mg/5ml],Susp,60ml,1,4
