Reg. #,Brand,Generic,Form,Packing,Size,Manufacturer_ID
55109,VOLTEC-P,Diclofenac (K) [100 mg],Tabs SR,2x10s,20,133
61796,XOTIVIR,Entecavir [0.5 mg],Tabs,3x10s,30,133
61797,XOTIVIR,Entecavir [1 mg],Tabs,3x10s,30,133
70826,ZOLPRO,Omeprazole [20 mg],Inj,vial,1,133
67427,ZOLPRO,Omeprazole [40 mg],Inj,vial,1,133
 ,ZOLPRO,Omeprazole [20 mg],Caps,14s,14,133
 ,ACEFER-F,"Folic Acid [0.35 mg], Iron Salts [100 mg]",Tabs,10s,10,134
69191,AGNESE,Iron Salts [40 mg],Tabs,20s,20,134
69191,AGNESE,Iron Salts [40 mg],Tabs,10s,10,134
69191,AGNESE,Iron Salts [40 mg],Tabs,14s,14,134
 ,AMOROB,Metronidazole [500 mg/100ml],Inf,100ml,1,134
 ,APSIN,Famotidine [10 mg/5ml],Syrup,60ml,1,134
21518,APSIN,Famotidine [40 mg],Tabs,1x10s,10,134
21517,APSIN,Famotidine [20 mg],Tabs,2x10s,20,134
 ,AZOTEK,Azithromycin [250 mg],Tabs,6s,6,134
 ,AZOTEK,Azithromycin [500 mg],Tabs,6s,6,134
4025,BEZEL,Mecobalamin [500 mcg/ml],Inj,10s,10,134
4024,BEZEL,Mecobalamin [500 mcg],Tabs,2x10s,20,134
 ,CLEAR CREAM,Adaplene [0.1 %w/w],Cream,15g,1,134
 ,CLOBETA,Clobetasol (Propionate) [0.05 %w/w],Cream,15g,1,134
46429,CLOBETA,Clobetasol (Propionate) [0.05 %w/w],Cream,5g,1,134
46429,CLOBETA,Clobetasol (Propionate) [0.05 %w/w],Cream,10g,1,134
46428,CLOBETA,Clobetasol (Propionate) [0.05 %w/w],Oint,5g,1,134
 ,CLOBETA,Clobetasol (Propionate) [0.05 %w/w],Oint,10g,1,134
 ,COSMIN, ,Lotion,25ml,1,134
24691,COSMIN,Isotretinoin [0.05 %w/w],Cream,10g,1,134
 ,CYTOTOL,Misoprostol [200 mcg],Tabs,10s,10,134
 ,DROPLET-D,Cholecalciferol [0 ],Inj,1ml,1,134
 ,ESOFIL,Esomeprazole [20 mg],Caps,2x7s,14,134
 ,ESOFIL,Esomeprazole [10 mg],Caps,2x7s,14,134
 ,ESTRANOR,"Estradiol (Valerate) [2 mg], Norgestrel [0.5 mg]",Tabs,2x10s,20,134
19107,FORTIS,Gentamicin [40 mg/ml],Inj,1mlx3s,3,134
19107,FORTIS,Gentamicin [40 mg/ml],Inj,2mlx2s,2,134
19106,FORTIS,Gentamicin [10 mg/ml],Inj,2mlx5s,5,134
38808,GLIGO,Glimepiride [1 mg],Tabs,2x10s,20,134
38809,GLIGO,Glimepiride [2 mg],Tabs,2x10s,20,134
38810,GLIGO,Glimepiride [3 mg],Tabs,2x10s,20,134
38811,GLIGO,Glimepiride [4 mg],Tabs,2x10s,20,134
71185,GLIGO-P,"Glimepiride [2 mg], Pioglitazone [30 mg]",Tabs,14s,14,134
 ,HEPBI,Adefovir Dipivoxil [10 mg],Tabs,10s,10,134
 ,HI-GAB,Gabapentin [100 mg],Caps,10s,10,134
 ,HI-GAB,Gabapentin [300 mg],Caps,10s,10,134
 ,HI-GAB,Gabapentin [400 mg],Caps,10s,10,134
 ,HIVATE,Mometasone (Furoate) [50 mcg],Nasal Spray,20ml,1,134
 ,HIVATE,Mometasone (Furoate) [0.1 % w/w],Cream,5 gm,1,134
 ,HIVATE,Mometasone (Furoate) [0.1 w/v],Lotion,20 ml,1,134
 ,HIVATE,Mometasone (Furoate) [0.1 %w/w],Oint,5 gm,1,134
69173,IMUNOL,Tacrolimus [1 mg],Tabs,20s,20,134
 ,LAMPRO,Alprazolam [0.25 mg],Tabs,3x10s,30,134
 ,LAMPRO,Alprazolam [0.5 mg],Tabs,30s,30,134
 ,LOCUS,Levofloxacin [250 mg],Tabs,10s,10,134
 ,LOCUS,Levofloxacin [500 mg],Tabs,10s,10,134
69268,LORICAM,Lornoxicam [4 mg],Tabs,10s,10,134
69269,LORICAM,Lornoxicam [8 mg],Tabs,10s,10,134
69270,LOXETINE,Duloxetine Hydrochloride [30 mg],Caps,10s,10,134
69271,LOXETINE,Duloxetine Hydrochloride [60 mg],Caps,10s,10,134
19111,LUCID,Ciprofloxacin [200 mg/100ml],Inf,10ml,1,134
19109,LUCID,Ciprofloxacin [250 mg],Tabs,10s,10,134
19110,LUCID,Ciprofloxacin [500 mg],Tabs,10s,10,134
29730,LUNAR,Cinnarizine [5 mg],Caps,2x6s,12,134
46442,MITONIL,Permethrin [5 % w/w],Cream,30 gm,1,134
 ,NAMET,Clomiphene (Citrate) [50 mg],Tabs,10s,10,134
19105,NOCTIS,Omeprazole [20 mg],Caps,1x14s,14,134
 ,OFLOBAN,Ofloxacin [200 mg],Tabs,10s,10,134
 ,PIREXEN,Piroxicam-beta-cyclodextrin [20 mg],Tabs,10s,10,134
 ,PIREXEN,Piroxicam-beta-cyclodextrin [20 mg],Tabs,2x10s,20,134
 ,PLAGRIL PLUS,"Aspirin [75 mg], Clopidogrel [75 mg]",Tabs,10s,10,134
 ,PRODEP,Escitalopram [10 mg],Tabs,10s,10,134
69175,PROVAT-C,"Betamethasone [0.05 %w/w], Clioquinol [3 %w/w]",Cream,20g,1,134
69175,PROVAT-C,"Betamethasone [0.05 %w/w], Clioquinol [3 %w/w]",Cream,15g,1,134
1663,PROVATE,Betamethasone [0.05 %w/w],Cream,10g,1,134
24689,PROVATE,Betamethasone [0.05 %w/v],Lotion,25ml,1,134
1662,PROVATE, ,Oint,20g,1,134
1662,PROVATE,Betamethasone [0.05 %w/w],Oint,10g,1,134
69174,PROVATE-C,"Betamethasone [0.05 %w/w], Clioquinol [3 5w/w]",Oint,15g,1,134
22012,PROVATE-G,"Betamethasone [0.05 %w/w], Gentamicin [0.1 %w/w]",Cream,10g,1,134
22011,PROVATE-G,"Betamethasone [0.05 %w/w], Gentamicin [0.1 %w/w]",Oint,10g,1,134
27190,PROVATE-S,"Betamethasone [0.05 %w/w], Salicylic Acid [3 %w/w]",Oint,10g,1,134
24690,PROVATE-S,"Betamethasone [0.05 %w/v], Salicylic Acid [3 %w/v]",Lotion,25ml,1,134
69172,RITODIN,Ritodrine (HCl) [10 mg/5ml],Inj,5ml x1s,1,134
71184,ROSTOR,Rosuvastatin [10 mg],Tabs,10s,10,134
 ,ROSTOR,Rosuvastatin [20 mg],Tabs,10s,10,134
 ,ROSTOR,Rosuvastatin [5 mg],Tabs,10s,10,134
,SAFCOR,Bisoprolol (Fumarate) [10 mg],Tabs,14s,14,134
 ,SAFCOR,Bisoprolol (Fumarate) [2.5 mg],Tabs,14s,14,134
 ,SAFCOR,Bisoprolol (Fumarate) [5 mg],Tabs,14s,14,134
 ,SAFGO,Glimepiride [1 mg],Tabs,2x10s,20,134
 ,SAFGO,Glimepiride [2 mg],Tabs,2x10s,20,134
 ,SAFGO,Glimepiride [3 mg],Tabs,2x10s,20,134
 ,SAFGO,Glimepiride [4 mg],Tabs,2x10s,20,134
 ,SAFOQUIN,Hydroquinone [2 %w/w],Cream,10g,1,134
 ,SAFOQUIN,Hydroquinone [2 %w/w],Cream,10g,1,134
 ,SAFOQUIN,Hydroquinone [2 %w/w],Cream,20g,1,134
71186,SAR-K PLUS,"Hydrochlorothiazide [12.5 mg], Losartan (K) [50 mg]",Tabs,2x10s,20,134
1455,SEFKIN,Amikacin (Sulphate) [100 mg],Inj,Vial,1,134
4022,SEFKIN,Amikacin (Sulphate) [250 mg],Inj,Vial,1,134
4023,SEFKIN,Amikacin (Sulphate) [500 mg],Inj,Vial,1,134
2423,SOFAC,Diclofenac (Na) [1 %w/w],Gel,20g,1,134
19104,SOFAC,Diclofenac (Na) [25 mg/ml],Inj,3mlx5s,5,134
32279,SOFAC,Diclofenac (Na) [100 mg],Tabs SR,10s,10,134
19103,SOFAC,Diclofenac (Na) [50 mg],Tabs,2x10s,20,134
32278,SOFAC,Diclofenac (Na) [75 mg],Tabs,2x10s,20,134
 ,SOKAST,Montelukast [4 mg],Tabs,14s,14,134
 ,SOKAST,Montelukast [10 mg],Tabs,14s,14,134
 ,SOKAST,Montelukast [5 mg],Tabs,14s,14,134
25914,SONNET,Ceftriaxone (Na) [250 mg],Inj,Vial,1,134
25915,SONNET,Ceftriaxone (Na) [500 mg],Inj,Vial,1,134
25916,SONNET,Ceftriaxone (Na) [1 g],Inj,Vial,1,134
29805,TERBISIL,Terbinafine (HCl) [125 mg],Tabs,10s,10,134
 ,TERBISIL,Terbinafine (HCl) [0 ],Cream,10g,1,134
 ,TICOVATE,Fluticasone Propionate [0 ],Cream,5g,1,134
 ,TICOVATE,Fluticasone Propionate [50 mcg/actu],Nasal Spray,1s,1,134
47003,2SUM,"Cefoperazone [250 mg], Sulbactam [250 mg]",Inj,Vial,1,135
45362,ACTIM,Bisoprolol (Fumarate) [2.5 mg],Tabs,20s,20,135
34068,ACTIM,Bisoprolol (Fumarate) [5 mg],Tabs,14s,14,135
34069,ACTIM,Bisoprolol (Fumarate) [10 mg],Tabs,14s,14,135
61066,ALKERIS,Aceclofenac [200 mg],Tabs SR,10s,10,135
47344,ALKERIS,Aceclofenac [100 mg],Tabs,20s,20,135
61885,ALKERIS,Aceclofenac [1.5 %w/w],Gel,20g,1,135
8192,AMMOIDIN,Methoxsalen [0.75 %w/w],Oint,30g,1,135
8142,AMMOIDIN,Methoxsalen [10 mg],Tabs,30s,30,135
19878,ANTIAL,Loratadine [5 mg/5ml],Syrup,30ml,1,135
19675,ANTIAL,Loratadine [10 mg],Tabs,10s,10,135
53225,ARCEVA,"Artemether [20 mg], Lumefantrine [120 mg]",Tabs,16s,16,135
53226,ARCEVA,"Artemether [40 mg], Lumefantrine [240 mg]",Tabs,8s,8,135
58381,ARCEVA,"Artemether [80 mg], Lumefantrine [480 mg]",Tabs,4s,4,135
58381,ARCEVA,"Artemether [80 mg], Lumefantrine [480 mg]",Tabs,6s,6,135
57835,ARCEVA,"Artemether [15 mg], Lumefantrine [90 mg]",Susp,30ml,1,135
57835,ARCEVA,"Artemether [15 mg/5ml], Lumefantrine [90 mg/5ml]",Susp,60ml,1,135
76173,ARCEVA,"Artemether [30 mg], Lumefantrine [180 mg]",Susp,30ml,1,135
33003,BISLERI,Iron Hydroxide Poly Maltose Complex [50 mg/5ml],Syrup,120ml,1,135
29394,BISLERI,"Folic Acid [0 ], Iron Hydroxide Poly Maltose Complex [100 mg]",Caps,10s,10,135
33003,BISLERI,Iron Hydroxide Poly Maltose Complex [50 mg/5ml],Syrup,60ml,1,135
29396,BISLERI F,"Folic Acid [0.35 mg], Iron Salts [100 mg]",Tabs Chewable,10s,10,135
29394,BISLERI F,"Folic Acid [0.35 mg], Iron Salts [100 mg]",Caps,10s,10,135
47252,BISLERI S,Iron Sucrose [20 mg/ml],Inj,5ml,1,135
 ,BREEKY,Misoprostol [200 mcg],Tabs,10s,10,135
39502,BRINO,Tranexamic Acid [250 mg],Caps,20s,20,135
44061,BRINO,Tranexamic Acid [500 mg],Caps,20s,20,135
44062,BRINO,Tranexamic Acid [500 mg/5ml],Inj,10sx5ml,5,135
39503,BRINO,Tranexamic Acid [250 mg/5ml],Inj,10sx5ml,5,135
11672,BUEPRON,Buprenorphine (HCl) [0.324 mg/ml],Inj,1ml,1,135
16408,CALMIN-600,"Amino Acids [50 g/L], Magnesium Oxides and Hydroxides [0.477 g/L], Nicotinamide [60 mg/L], Potassium Chloride [1.863 g/L], Pyridoxine [40 mg/L], Riboflavin (Vitamin B2) [2.5 mg/L], Sodium Acetate [2.87 g/L], Sorbitol [100 g/L]",Inf,500ml,1,135
22416,CARICEF,Cefixime [400 mg],Caps,5s,5,135
22415,CARICEF,Cefixime [100 mg/5ml],Susp,30ml,1,135
33340,CARICEF,Cefixime [200 mg/5ml],Susp,30ml,1,135
70790,CARICEF,Cefixime [200 mg],Tabs,5s,5,135
70789,CARICEF,Cefixime [400 mg],Tabs,10ss,1,135
70790,CARICEF,Cefixime [200 mg],Tabs,10s,10,135
70789,CARICEF,Cefixime [400 mg],Tabs,5s,5,135
22415,CARICEF,Cefixime [100 mg/5ml],Susp,60ml,1,135
25919,CHYMOTRIP FORTE,"Chymotrypsin [0 ], Trypsin (Protease) [0 ]",Tabs,20s,20,135
14424,CONSPIC,Sodium Picosulphate [7.5 mg/ml],Drops,15ml,1,135
16859,CONSPIC,Sodium Picosulphate [5 mg],Tabs,30s,30,135
 ,CYNFO,Fosfomycin [500 mg],Caps,10s,10,135
 ,CYNFO,Fosfomycin [250 mg/5ml],Susp,60ml,1,135
76115,D-TRES,Cholecalciferol [5 mg],Inj,1sx 1ml,1,135
76115,D-TRES,Cholecalciferol [5 mg],Inj,5sx 1ml,1,135
 ,DANILON,Dydrogesterone [10 mg],Tabs,20s,20,135
9748,DICLORAN,Diclofenac (Na) [25 mg/ml],Inj,3ml,1,135
9744,DICLORAN,Diclofenac (Na) [50 mg],Tabs,20s,20,135
16407,DICLORAN,Diclofenac Diethylammonium [1.16 %w/w],Gel,20g,1,135
9743,DICLORAN,Diclofenac (Na) [100 mg],Tabs SR,30s,30,135
19172,DICLORAN DISPERLET,Diclofenac Free Acid [100 mg],Tabs,20s,20,135
22582,DICLOREP,Diclofenac (K) [50 mg],Tabs,20s,20,135
22373,DISGREN,Triflusal [300 mg],Caps,10s,10,135
67518,ECASIL,Linezolid [600 mg],Inf,1s,1,135
67517,ECASIL,Linezolid [400 mg],Inf,200ml,1,135
67516,ECASIL,Linezolid [200 mg],Inf,1s,1,135
66904,ECASIL,Linezolid [600 mg],Tabs,12s,12,135
67162,ECASIL,Linezolid [400 mg],Tabs,12s,12,135
37711,EFFIFLOX,Levofloxacin [5 mg/ml],Inf,100mlvial,1,135
37709,EFFIFLOX,Levofloxacin [250 mg],Tabs,10s,10,135
37710,EFFIFLOX,Levofloxacin [500 mg],Tabs,10s,10,135
67164,ENIER,Betahistine (HCl) [8 mg],Tabs,30s,30,135
67165,ENIER,Betahistine (HCl) [16 mg],Tabs,30s,30,135
66901,ERWIN,"Diclofenac (Na) [75 mg], Misoprostol [200 mcg]",Tabs,20s,20,135
66902,ERWIN,"Diclofenac (Na) [50 mg], Misoprostol [200 mcg]",Tabs,20s,20,135
15617,EUPHEN,Pefloxacin [400 mg/5ml],Inf,100ml,1,135
15618,EUPHEN,Pefloxacin [400 mg],Tabs,10s,10,135
21384,FLAVIN,Ipriflavone [200 mg],Tabs,30s,30,135
44273,FUNGONE,Fluconazole [150 mg],Caps,1s,1,135
36346,GATCIN,Gatifloxacin [200 mg],Tabs,10s,10,135
36347,GATCIN,Gatifloxacin [400 mg],Tabs,5s,5,135
34051,GPRIDE,Glimepiride [1 mg],Tabs,20s,20,135
32042,GPRIDE,Glimepiride [2 mg],Tabs,20s,20,135
32043,GPRIDE,Glimepiride [4 mg],Tabs,2x10s,20,135
76306,GPRIDE M,"Glimepiride [1 mg], Metformin (HCl) [500 mg]",Tabs,30s,30,135
76307,GPRIDE M,"Glimepiride [2 mg], Metformin (HCl) [500 mg]",Tabs,30s,30,135
19704,GRASIL,Amikacin (Sulphate) [100 mg],Inj,2ml,1,135
13530,GRASIL,Amikacin (Sulphate) [250 mg],Inj,2ml,1,135
14251,GRASIL,Amikacin (Sulphate) [500 mg],Inj,2ml,1,135
47143,GRASIL,Amikacin (Sulphate) [25 mg],Inj,1ml,1,135
47144,GRASIL,Amikacin (Sulphate) [50 mg],Inj,1ml,1,135
51036,INTIG,Multiple Vitamins [0 ],Susp,60ml,1,135
44331,INTIG,Multiple Vitamins [830 mg],Tabs,30s,30,135
58384,INTIG D,Calcium [0 mg],Susp,60ml,1,135
 ,INTIG D,Calcium [0 mg],Tabs,30s,30,135
58382,INTIG FORTE,Multiple Vitamins [400 mg/5ml],Susp,60ml,1,135
 ,ITAGLIP,Sitagliptin [100 mg],Tabs,14s,14,135
 ,ITAGLIP,Sitagliptin [50 mg],Tabs,14s,14,135
 ,ITAGLIP PLUS,"Metformin (HCl) [500 mg], Sitagliptin [50 mg]",Tabs,14s,14,135
 ,ITP,Itopride (HCl) [50 mg],Tabs,10s,10,135
 ,ITP OD,Itopride (HCl) [150 mg],Tabs,10s,10,135
76309,IZATO,Nitazoxanide [100 mg/5ml],Susp,30ml,1,135
76309,IZATO,Nitazoxanide [100 mg/5ml],Susp,60ml,1,135
76308,IZATO,Nitazoxanide [500 mg],Tabs,2x10s,20,135
18687,KINZ,Nalbuphine (HCl) [20 mg/ml],Inj,1ml,1,135
18686,KINZ,Nalbuphine (HCl) [10 mg/ml],Inj,1ml,1,135
11431,KLINT,Metronidazole [500 mg/100ml],Inf,100ml,1,135
14423,KLINT,Metronidazole [200 mg/5ml],Susp,60ml,1,135
14422,KLINT,Metronidazole [400 mg],Tabs,150s,150,135
70452,LACASIL,Lactitol Monohydrate [3.35 g/5ml],Syrup,120ml,1,135
57833,LEVIJON,L-Ornithine L-Aspartate [5 g],Inf,10ml amp,1,135
20380,LEVIJON,L-Ornithine L-Aspartate [500 mg/5ml],Inj-IV,5ml,1,135
15063,LEVIJON,"L-Ornithine L-Aspartate [300 mg/5ml], Nicotinamide [24 mg/5ml], Riboflavin (Vitamin B2) [0.76 mg/5ml]",Syrup,120ml,1,135
11249,LEXILIUM,Bromazepam [3 mg],Tabs,30s,30,135
11607,LOSPAN PLUS,"Magaldrate [480 mg], Simethicone [20 mg]",Tabs,50s,50,135
32039,MABIL,Mecobalamin [500 mcg],Tabs,100s,100,135
32038,MABIL,Mecobalamin [500 mcg/ml],Inj,10s,10,135
61630,MAGURA,Clonazepam [0.5 mg],Tabs,50s,50,135
61631,MAGURA,Clonazepam [2 mg],Tabs,30s,30,135
37714,MELOR,Meloxicam [7.5 mg],Tabs,10s,10,135
,MELOR,Meloxicam [15 mg],Tabs,10s,10,135
 ,MEVULAK,Mebeverine [0 ],Sachet,10s,10,135
50745,MOFEST,Moxifloxacin [400 mg],Tabs,5s,5,135
53227,MOFEST,Moxifloxacin [0 ],Inf,250ml,1,135
50744,MONTIKA,Montelukast [5 mg],Sachet,14s,14,135
35560,MONTIKA,Montelukast [4 mg],Tabs Chewable,14s,14,135
35577,MONTIKA,Montelukast [5 mg],Tabs Chewable,14s,14,135
35561,MONTIKA FILM COATED,Montelukast [10 mg],Tabs,14s,14,135
42139,MOVAX,Tizanidine [4 mg],Tabs,10s,10,135
25594,MOVAX,Tizanidine [2 mg],Tabs,10s,10,135
29971,MOVERYL,Celecoxib [100 mg],Caps,20s,20,135
29772,MOVERYL,Celecoxib [200 mg],Caps,20s,20,135
 ,MOXYPEN,Amoxicillin [250 mg],Inj,Vial,1,135
 ,MOXYPEN,Amoxicillin [500 mg],Inj,Vial,1,135
 ,MOXYPEN,Amoxicillin [1 g],Inj,Vial,1,135
57832,NEEGE,Pantoprazole [40 mg],Inj,Vial,1,135
39504,NEEGE,Pantoprazole [40 mg],Tabs,14s,14,135
 ,NEO-ANTIAL,Desloratadine [0.5 mg/ml],Syrup,60ml,1,135
61440,NEO-ANTIAL,Desloratadine [5 mg],Tabs,10s,10,135
61244,NEO-SEDIL,Levocetirizine [5 mg],Tabs,10s,10,135
76065,NEO-SEDIL,Levocetirizine [2.5 mg/5ml],Syrup,60ml,1,135
11670,NEUCEF,Cefadroxil [500 mg],Caps,12s,12,135
11247,NEUCEF,Cefadroxil [125 mg/5ml],Susp,60ml,1,135
18094,NEUCEF,Cefadroxil [250 mg/5ml],Susp,60ml,1,135
39058,NEUCEF PEDIATRIC,Cefadroxil [100 mg],Drops,10ml,1,135
26657,NIMS,Nimesulide [100 mg],Tabs,20s,20,135
37548,NIVADOR,Ceftazidime [250 mg],Inj,Vial,1,135
37549,NIVADOR,Ceftazidime [500 mg],Inj,Vial,1,135
37550,NIVADOR,Ceftazidime [1 g],Inj,Vial,1,135
76310,Nixaf,Rifaximin [200 mg],Tabs,10s,10,135
 ,Nixaf,Rifaximin [550 mg],Tabs,10s,10,135
47142,NOVIDAT,Ciprofloxacin [250 mg/5ml],Susp,60ml,1,135
12066,NOVIDAT,Ciprofloxacin [200 mg/100ml],Inf,100ml,1,135
11836,NOVIDAT,Ciprofloxacin [250 mg],Tabs,10s,10,135
11837,NOVIDAT,Ciprofloxacin [500 mg],Tabs,10s,10,135
42270,NOVIDAT,Ciprofloxacin [400 mg/100ml],Inf,100ml,1,135
67166,NOVIDAT,Ciprofloxacin [125 mg/5ml],Susp,60ml,1,135
57831,NOVOTEPH,Esomeprazole [40 mg],Inf,Vial,1,135
45400,NOVOTEPH,Esomeprazole [20 mg],Caps,14s,14,135
36350,NOVOTEPH,Esomeprazole [40 mg],Caps,14s,14,135
50746,OMSIS,Pentazocine [30 mg/ml],Inj,5s,5,135
27777,ONATO,Amlodipine (Besylate) [5 mg],Tabs,20s,20,135
24499,ONATO,Amlodipine (Besylate) [10 mg],Tabs,20s,20,135
66902,OSIRIS,Zinc Sulphate [20 mg/5ml],Syrup,60,1,135
66902,OSIRIS,Zinc Sulphate [20 mg/5ml],Syrup,120ml,1,135
 ,OTID,Cephradine [250 mg],Caps,12s,12,135
 ,OTID,Cephradine [500 mg],Caps,12s,12,135
 ,OTID,Cephradine [250 mg/5ml],Susp,90ml,1,135
 ,OTID,Cephradine [125 mg/5ml],Susp,90ml,1,135
22422,OXIDIL,Ceftriaxone (Na) [1 g],Inj-IM,Vial,1,135
23393,OXIDIL,Ceftriaxone (Na) [250 mg],Inj-IV,Vial,1,135
22421,OXIDIL,Ceftriaxone (Na) [500 mg],Inj-IV,Vial,1,135
23073,OXIDIL,Ceftriaxone (Na) [250 mg],Inj,Vial,1,135
22967,OXIDIL,Ceftriaxone (Na) [500 mg],Inj,Vial,1,135
22422,OXIDIL,Ceftriaxone (Na) [1 g],Inj-IV,Vial,1,135
 ,PENCIT,"Ampicillin [125 mg], Cloxacillin [125 mg]",Inj,Vial,1,135
 ,PENCIT,"Ampicillin [250 mg], Cloxacillin [250 mg]",Inj,Vial,1,135
7467,PENORIT,"Ethinyloestradiol [0.02 mg], Norethisterone [10 mg]",Tabs,20s,20,135
 ,PERIDONE,Domperidone [1 mg/ml],Susp,60ml,1,135
12065,PERIDONE,Domperidone [10 mg],Tabs,30s,30,135
 ,PERIDONE,Domperidone [1 mg/ml],Susp,120ml,1,135
22359,PROVAS,Paracetamol [150 mg/ml],Inj,2ml,1,135
53223,PROVAS,Paracetamol [1 g/100ml],Inf,100ml,1,135
16816,PULSATE,Roxithromycin [100 mg],Tabs,10s,10,135
15616,PULSATE,Roxithromycin [150 mg],Tabs,10s,10,135
16660,PULSATE,Roxithromycin [300 mg],Tabs,10s,10,135
57836,RATISER,Rabeprazole [10 mg],Tabs,10s,10,135
57837,RATISER,Rabeprazole [20 mg],Tabs,10s,10,135
 ,RECALBON,Alfacalcidol [0.5 mcg],Tabs,10s,10,135
70788,RENOVA,Gemifloxacin [320 mg],Tabs,7s,7,135
44418,RITHMO,Clarithromycin [250 mg],Tabs,10s,10,135
44419,RITHMO,Clarithromycin [500 mg],Tabs,10s,10,135
44420,RITHMO,Clarithromycin [125 mg/5ml],Susp,60ml,1,135
66903,RITHMO,Clarithromycin [125 mg/5ml],Drops,25ml,1,135
66900,RITHMO,Clarithromycin [250 mg/5ml],Susp,60ml,1,135
61884,RITHMO XL,Clarithromycin [500 mg],Tabs,5s,5,135
24491,ROLAC,Itraconazole [100 mg],Caps,4s,4,135
21387,SAMEROL-N,"Orphenadrine [35 mg], Paracetamol [450 mg]",Tabs,96s,96,135
47405,SAMEROL-N FORTE,"Orphenadrine [50 mg], Paracetamol [650 mg]",Tabs,10s,10,135
22419,SEDIL,Cetirizine [5 mg/5ml],Syrup,60ml,1,135
22418,SEDIL,Cetirizine [10 mg],Tabs,10s,10,135
24489,SILSER,Simvastatin [10 mg],Tabs,10s,10,135
24490,SILSER,Simvastatin [20 mg],Tabs,10s,10,135
47015,SLATE,Cefaclor (Monohydrate) [125 mg/5ml],Susp,60ml,1,135
47016,SLATE,Cefaclor (Monohydrate) [250 mg/5ml],Susp,60ml,1,135
47028,SLATE,Cefaclor (Monohydrate) [250 mg],Caps,12s,12,135
47029,SLATE,Cefaclor (Monohydrate) [500 mg],Caps,12s,12,135
75939,SLATE,Cefaclor (Monohydrate) [50 mg/ml],Drops,15ml,1,135
47015,SLATE,Cefaclor (Monohydrate) [125 mg/5ml],Susp,60ml,1,135
76303,SLATE,Cefaclor (Monohydrate) [187 mg/5ml],Susp,60ml,1,135
18091,TEPH,Omeprazole [20 mg],Caps,14s,14,135
25595,TEPH,Omeprazole [40 mg],Caps,2x7s,14,135
57830,TEPH,Omeprazole [40 mg],Inf,Vial,1,135
 ,TEPH INSTA,"Omeprazole [20 mg], Sodium Bicarbonate [1100 mg]",Caps,14s,14,135
 ,TEPH INSTA,"Omeprazole [40 mg], Sodium Bicarbonate [1100 mg]",Caps,14s,14,135
73697,TERCICA,Dexibuprofen [200 mg],Tabs,30s,30,135
 ,TERCICA,Dexibuprofen [0 ],Susp,60ml,1,135
 ,TERCICA,Dexibuprofen [0 ],Susp,120ml,1,135
58445,TERCICA,Dexibuprofen [300 mg],Tabs,30s,30,135
58446,TERCICA,Dexibuprofen [400 mg],Tabs,30s,30,135
37713,TERSIL,Terbinafine (HCl) [1 %w/w],Cream,10g,1,135
70786,TIMEQUIN,"Dihydroartemisinin [40 mg], Piperaquine Phosphate [320 mg]",Caps,8s,8,135
70787,TIMEQUIN,"Dihydroartemisinin [15 mg], Piperaquine Phosphate [120 mg]",Sachet,16s,16,135
24498,TONOFLEX,Tramadol (HCl) [50 mg],Caps,10s,10,135
24498,TONOFLEX,Tramadol (HCl) [100 mg],Tabs SR,10s,10,135
53224,TONOFLEX,Tramadol (HCl) [0 ],Inj,5s,5,135
67163,TONOFLEX-P,"Paracetamol [325 mg], Tramadol (HCl) [37.5 mg]",Tabs,10s,10,135
12814,TRIMETABOL,"Carnitine [0 ], Lysine [250 mg], Metopine [2.75 mg/15ml], Thiamine HCl (Vitamin B1) [0 ]",Syrup,120ml,1,135
12527,ULCEREX,Cimetidine (HCl) [100 mg/ml],Inj,2ml,1,135
16860,ULCEREX,Cimetidine (HCl) [200 mg/10ml],Susp,60ml,1,135
8513,ULCEREX,Cimetidine (HCl) [400 mg],Tabs,10s,10,135
 ,ULCEREX,Cimetidine (HCl) [100 mg/10ml],Susp,60ml,1,135
45365,WINURINA,Gabapentin [100 mg],Caps,10s,10,135
37716,WINURINA,Gabapentin [300 mg],Caps,10s,10,135
76469,XYQUIL DR,"Doxylamine Succinate [10 mg], Pyridoxine [10 mg]",Tabs,30s,30,135
47004,YORKER,Cefotaxime [250 mg],Inj,Vial,1,135
47005,YORKER,Cefotaxime [500 mg],Inj,Vial,1,135
47006,YORKER,Cefotaxime [1 g],Inj,Vial,1,135
11430,ZOLEN,"Diloxanide (Furoate) [500 mg], Metronidazole [400 mg]",Tabs,15s,15,135
10007,ZOLEN,"Diloxanide (Furoate) [125 mg/5ml], Metronidazole [100 mg/5ml]",Susp,60ml,1,135
Search DrugInfoSys ,,,,,1,135
25165,AZOSIN,Azelastine (HCl) [0.14 mg/actu],Nasal Spray,15ml,1,136
21610,BETALOL,Timolol (Maleate) [0.5 %w/v],Eye Drops,5ml,1,136
21611,BLEPHAPRED,"Phenylephrine (HCl) [0.12 %w/v], Prednisolone and Prednisone [0.2 %w/v], Sulphacetamide [10 %w/v]",Eye Drops,5ml,1,136
21606,BLEPHAPRED,"Prednisolone and Prednisone [0.2 %w/w], Sulphacetamide [10 %w/w]",Eye Oint,3.5g,1,136
11039,BLINK FRESH,"Polyvinyl Alcohol [1.4 %w/v], Povidone-Iodine [0.6 %w/v]",Eye Drops,10ml,1,136
